id: 8e63d5492ea94b40a50b0033a74ee3d8 url: Qci5ka9r54A                         
PCO: 0.0000          AAE: 54.8820                             
                                                              
gt_time              time_dif             word                
111.20               1.01                 we're               
111.47               1.02                 cool                
114.95               -1.42                i                   
115.22               1.01                 know                
115.49               1.02                 we're               
115.75               1.03                 cool                
120.58               0.74                 we                  
121.38               1.02                 used                
122.18               1.03                 to                  
122.72               1.03                 think               
123.25               1.05                 it                  
123.52               1.02                 was                 
124.33               1.35                 impossible          
126.20               0.99                 now                 
126.74               1.01                 you                 
127.00               1.00                 call                
127.27               1.01                 me                  
127.54               0.99                 by                  
127.81               1.03                 my                  
128.08               0.99                 new                 
128.34               1.00                 last                
128.88               2.09                 name                
129.95               1.79                 memories            
131.29               1.00                 seem                
132.09               1.04                 like                
132.90               1.02                 so                  
133.43               1.02                 long                
133.97               1.23                 ago                 
135.31               1.03                 time                
135.84               1.05                 always              
136.65               1.03                 killsthe            
137.45               1.02                 pain                
137.99               1.04                 remember            
138.79               0.98                 harbor              
139.59               0.99                 boulevard           
141.20               0.98                 the                 
142.00               0.99                 dreaming            
142.81               1.05                 days                
143.34               1.02                 where               
143.88               1.02                 the                 
144.15               1.01                 mess                
144.42               1.04                 was                 
144.95               1.04                 made                
146.83               0.89                 look                
147.09               1.01                 how                 
147.36               1.02                 all                 
147.63               1.06                 the                 
148.17               1.01                 kids                
148.70               1.24                 have                
149.24               1.03                 grown               
149.77               1.75                 oh                  
150.58               1.01                 we                  
150.84               1.02                 have                
151.38               1.05                 changed             
151.92               1.04                 but                 
152.45               1.00                 we're               
152.72               0.98                 still               
152.99               1.06                 the                 
153.52               1.04                 same                
154.33               1.00                 after               
154.86               1.00                 all                 
155.26               1.02                 that                
155.67               1.01                 we've               
156.20               0.98                 been                
156.74               1.00                 through             
157.81               1.02                 i                   
158.08               1.01                 know                
158.34               1.05                 we're               
158.61               1.08                 cool                
162.09               0.76                 i                   
162.36               1.02                 know                
162.63               1.03                 we're               
162.90               1.04                 cool                
169.59               0.99                 yeah                
170.67               1.01                 i                   
170.93               0.97                 know                
171.20               1.03                 we're               
171.47               1.02                 cool                
176.56               1.06                 and                 
176.83               1.05                 i'll                
177.09               0.99                 be                  
177.36               0.97                 happy               
178.70               1.00                 for                 
179.24               1.07                 you                 
179.77               1.26                 if                  
180.04               1.06                 you                 
180.31               1.00                 can                 
180.58               1.01                 be                  
181.38               1.23                 happy               
182.99               1.01                 for                 
183.52               1.04                 me                  
185.40               0.97                 circles             
186.20               1.33                 and                 
186.74               1.00                 triangles           
188.34               1.11                 and                 
188.61               1.01                 now                 
188.88               1.00                 we're               
189.15               1.01                 hanging             
189.95               1.04                 out                 
190.49               0.99                 with                
191.02               1.04                 your                
191.29               0.98                 new                 
191.56               1.01                 girlfriend          
192.90               0.99                 so                  
193.43               0.99                 far                 
193.83               1.10                 from                
194.24               1.05                 where               
194.77               1.02                 we've               
195.31               1.02                 been                
196.38               0.95                 i                   
196.65               0.96                 know                
196.92               0.92                 we're               
197.18               1.00                 cool                
200.67               1.00                 i                   
200.93               0.99                 know                
201.20               0.98                 we're               
201.47               1.04                 cool                
205.49               1.27                 ccool               
208.17               0.47                 ah                  
209.24               0.70                 i                   
209.50               1.01                 know                
209.77               1.00                 we're               
210.04               1.01                 cool                
211.92               4.45                 ah                  
212.45               3.96                 ah                  
217.27               -0.60                ah                  
217.81               0.76                 i                   
218.08               0.98                 know                
218.34               0.81                 we're               
218.61               1.01                 cool                
222.63               1.26                 ccool               
225.31               1.00                 yeah                
226.38               0.99                 i                   
226.65               0.98                 know                
226.92               1.01                 we're               
227.18               1.00                 cool                
231.20               -1.16                oh                  
231.47               1.52                 yeah                

                    
                    
                   
id: 2e9ce195467e4041b9bb19aa37e9b79a url: CvBfHwUxHIk                         
PCO: 0.0217          AAE: 0.6455                              
                                                              
gt_time              time_dif             word                
1.69                 0.63                 uh                  
1.88                 0.61                 huh                 
2.19                 0.64                 uh                  
2.38                 0.62                 huh                 
3.13                 0.68                 yeah                
4.38                 0.59                 rihanna             
5.82                 0.62                 good                
6.07                 0.57                 girl                
6.38                 0.56                 gone                
6.63                 0.62                 bad                 
8.00                 0.56                 take                
8.32                 0.60                 three               
9.25                 0.66                 action              
10.69                0.57                 ho                  
11.38                0.60                 no                  
11.69                0.61                 clouds              
12.07                0.63                 in                  
12.25                0.56                 my                  
12.50                0.57                 storms              
13.50                0.61                 let                 
13.63                0.63                 it                  
13.82                0.63                 rain                
14.13                0.64                 i                   
14.32                0.61                 hydroplane          
14.88                0.68                 in                  
15.00                0.62                 the                 
15.19                0.60                 bank                
15.44                0.65                 comin               
15.75                0.59                 down                
16.07                0.56                 with                
16.13                0.59                 the                 
16.25                0.58                 dow                 
16.63                0.58                 jones               
16.94                0.61                 when                
17.07                0.60                 the                 
17.32                0.54                 clouds              
17.63                0.60                 come                
17.75                0.64                 we                  
18.00                0.59                 gone                
19.13                0.58                 we                  
19.32                0.56                 rockefeller         
20.19                0.57                 we                  
20.38                0.56                 fly                 
20.57                0.61                 higher              
20.94                0.56                 than                
21.07                0.62                 weather             
21.57                0.63                 and                 
21.75                0.58                 g                   
22.00                0.59                 fives               
22.32                0.69                 are                 
22.50                0.58                 better              
23.00                0.61                 you                 
23.19                0.61                 know                
23.50                0.60                 me                  
24.32                0.60                 an                  
24.44                0.61                 anticipation        
25.38                0.60                 for                 
25.57                0.62                 precipitation       
26.44                0.59                 stacked             
26.75                0.60                 chips               
27.00                0.58                 for                 
27.13                0.55                 the                 
27.25                0.56                 rainy               
27.63                0.58                 day                 
28.63                0.60                 jay                 
29.69                0.59                 rain                
30.00                0.57                 man                 
30.19                0.69                 is                  
30.38                0.62                 back                
30.88                0.65                 with                
31.07                0.56                 little              
31.38                0.62                 miss                
31.75                0.57                 sunshine            
32.32                0.58                 rihanna             
32.82                0.57                 where               
33.00                0.59                 you                 
33.19                0.61                 at                  
33.44                0.64                 you                 
33.82                0.57                 have                
34.13                0.58                 my                  
34.32                0.56                 heart               
35.32                0.70                 and                 
35.50                0.62                 we'll               
35.82                0.61                 never               
36.19                0.61                 be                  
36.57                0.56                 worlds              
36.88                0.69                 apart               
38.32                0.55                 maybe               
38.94                0.76                 in                  
39.32                0.55                 magazines           
41.07                0.59                 but                 
41.44                0.58                 you'll              
41.75                0.55                 still               
42.07                0.59                 be                  
42.38                0.57                 my                  
42.57                0.57                 star                
43.82                0.58                 baby                
44.50                0.56                 cause               
44.82                0.88                 in                  
45.13                0.63                 the                 
45.32                0.63                 dark                
46.50                0.68                 you                 
46.88                0.60                 can't               
47.25                0.58                 see                 
47.57                0.59                 shiny               
48.07                0.62                 cars                
49.13                0.67                 and                 
49.32                0.58                 that's              
49.63                0.62                 when                
50.00                0.61                 you                 
50.32                0.58                 need                
50.63                0.61                 me                  
50.88                0.57                 there               
52.00                0.63                 with                
52.38                0.65                 you                 
52.69                0.64                 i'll                
53.07                0.59                 always              
53.75                0.62                 share               
55.19                0.56                 because             
56.50                0.59                 when                
56.69                0.56                 the                 
56.88                0.59                 sun                 
57.25                0.56                 shine               
57.57                0.62                 we'll               
57.94                0.55                 shine               
58.25                0.60                 together            
59.32                0.56                 told                
59.69                0.61                 you                 
60.00                0.62                 i'll                
60.32                0.61                 be                  
60.69                0.58                 here                
61.00                0.59                 for                 
61.19                0.59                 ever                
62.07                0.58                 said                
62.44                0.60                 i'll                
62.75                0.61                 always              
63.44                0.57                 bea                 
63.94                0.61                 friend              
64.44                0.64                 took                
64.63                0.64                 an                  
64.82                0.66                 oath                
65.13                0.65                 i'm                 
65.32                0.62                 a                   
65.50                0.57                 stick               
65.69                0.60                 it                  
65.88                0.59                 out                 
66.19                0.58                 tothe               
66.75                0.74                 end                 
67.57                0.58                 now                 
67.88                0.61                 that                
68.07                0.59                 it's                
68.25                0.63                 rainin              
68.94                0.60                 more                
69.25                0.61                 than                
69.44                0.63                 ever                
70.38                0.55                 knowthat            
71.00                0.65                 we'llstill          
71.69                0.61                 haveeach            
72.25                0.74                 other               
73.07                0.65                 you                 
73.25                0.60                 can                 
73.44                0.60                 stand               
73.82                0.67                 under               
74.13                0.59                 my                  
74.50                0.58                 umbrella            
75.82                0.64                 you                 
76.00                0.57                 can                 
76.19                0.57                 stand               
76.57                0.66                 under               
76.88                0.60                 my                  
77.25                0.60                 umbrella            
80.00                0.59                 eh                  
80.69                0.57                 eh                  
81.38                0.58                 eh                  
82.00                0.72                 under               
82.38                0.60                 my                  
82.75                0.69                 umbrella            
84.13                0.59                 ella                
84.82                0.60                 ella                
85.50                1.24                 eh                  
86.19                0.60                 eh                  
86.88                0.61                 eh                  
87.57                0.69                 under               
87.94                0.54                 my                  
88.25                0.69                 umbrella            
89.63                0.76                 ella                
90.32                0.61                 ella                
91.69                1.27                 eh                  
92.38                0.63                 eh                  
93.07                0.69                 under               
93.44                0.59                 my                  
93.82                0.66                 umbrella            
95.19                0.56                 ella                
95.88                0.55                 ella                
96.57                0.58                 eh                  
97.19                1.30                 eh                  
97.88                1.31                 eh                  
98.63                1.26                 eh                  
99.32                1.03                 eh                  
99.63                0.77                 eh                  
100.00               0.55                 fancy               
100.50               0.61                 things              
101.75               0.59                 will                
102.07               0.56                 never               
102.38               0.62                 come                
102.75               0.84                 in                  
103.07               0.60                 between             
104.44               0.62                 you're              
104.82               0.55                 part                
105.00               0.59                 of                  
105.19               0.57                 my                  
105.50               0.83                 entity              
107.19               0.63                 here                
107.57               0.58                 for                 
107.94               0.74                 infinity            
109.94               0.62                 when                
110.13               0.60                 the                 
110.32               0.60                 war                 
110.69               0.57                 has                 
111.00               0.61                 took                
111.25               0.73                 its                 
111.57               0.62                 part                
112.75               0.57                 when                
112.88               0.61                 the                 
113.07               0.61                 world               
113.44               0.58                 has                 
113.75               0.62                 dealt               
114.07               0.61                 its                 
114.32               0.64                 cards               
115.88               0.56                 if                  
116.19               0.60                 the                 
116.50               0.61                 hand                
116.82               0.71                 is                  
117.07               0.56                 hard                
118.38               0.66                 together            
118.94               0.58                 we'll               
119.25               0.57                 mend                
119.63               0.59                 your                
119.82               0.62                 heart               
121.38               0.38                 because             
122.69               0.62                 when                
122.88               0.57                 the                 
123.07               0.59                 sun                 
123.44               0.57                 shine               
123.75               0.62                 we'll               
124.13               0.57                 shine               
124.44               0.63                 together            
125.50               0.57                 told                
125.88               0.61                 you                 
126.19               0.63                 i'll                
126.50               0.64                 be                  
126.88               0.61                 here                
127.19               0.60                 for                 
127.38               0.62                 ever                
128.25               0.58                 said                
128.63               0.60                 i'll                
128.94               0.62                 always              
129.63               0.60                 bea                 
130.13               0.61                 friend              
130.63               0.65                 took                
130.82               0.64                 an                  
131.00               0.67                 oath                
131.32               0.65                 i'm                 
131.50               0.63                 a                   
131.69               0.58                 stick               
131.88               0.63                 it                  
132.07               0.60                 out                 
132.38               0.59                 tothe               
132.94               0.75                 end                 
133.75               0.59                 now                 
134.07               0.64                 that                
134.25               0.62                 it's                
134.44               0.64                 rainin              
135.13               0.60                 more                
135.44               0.64                 than                
135.63               0.64                 ever                
136.57               0.58                 knowthat            
137.19               0.61                 we'llstill          
137.88               0.64                 haveeach            
138.44               0.77                 other               
139.25               0.68                 you                 
139.44               0.63                 can                 
139.63               0.61                 stand               
140.00               0.67                 under               
140.32               0.62                 my                  
140.69               0.68                 umbrella            
142.00               0.67                 you                 
142.19               0.60                 can                 
142.38               0.57                 stand               
142.75               0.66                 under               
143.07               0.61                 my                  
143.44               0.63                 umbrella            
146.19               -0.57                eh                  
146.88               -1.21                eh                  
148.19               0.73                 under               
148.57               0.63                 my                  
148.94               0.65                 umbrella            
150.32               0.60                 ella                
151.00               0.61                 ella                
151.69               1.29                 eh                  
152.38               1.05                 eh                  
153.07               0.82                 eh                  
153.75               0.72                 under               
154.13               0.57                 my                  
154.44               0.72                 umbrella            
155.82               0.79                 ella                
156.50               0.61                 ella                
157.88               1.28                 eh                  
158.57               0.64                 eh                  
159.25               0.69                 under               
159.63               0.60                 my                  
160.00               0.59                 umbrella            
161.38               0.57                 ella                
162.07               0.55                 ella                
162.75               1.26                 eh                  
163.38               1.98                 eh                  
164.07               1.34                 eh                  
164.82               1.26                 eh                  
165.50               0.92                 eh                  
165.82               0.77                 eh                  
166.25               0.57                 you                 
166.57               0.56                 can                 
166.88               0.48                 run                 
167.13               0.76                 into                
167.75               0.60                 my                  
168.13               0.69                 arms                
169.00               0.58                 it's                
169.32               0.59                 o                   
169.57               0.55                 k                   
169.88               0.56                 don't               
170.19               0.58                 be                  
170.50               0.91                 alarmed             
171.44               0.58                 come                
171.75               1.20                 into                
172.82               0.55                 me                  
173.19               0.55                 there's             
173.57               0.55                 no                  
173.88               0.88                 distance            
174.57               1.17                 inbetween           
176.57               0.66                 our                 
177.00               0.61                 love                
177.57               0.61                 so                  
177.94               0.40                 go                  
178.13               0.39                 on                  
178.32               0.53                 and                 
178.63               0.52                 let                 
178.94               0.60                 the                 
179.32               0.55                 rainpour            
180.75               0.56                 i'll                
181.07               0.59                 be                  
181.38               0.65                 all                 
181.75               0.60                 you                 
182.07               0.59                 need                
182.44               0.68                 and                 
182.75               0.58                 more                
187.57               0.57                 because             
188.94               0.56                 when                
189.13               0.54                 the                 
189.32               0.56                 sun                 
189.63               0.57                 shine               
190.00               0.57                 we'll               
190.32               0.58                 shine               
190.63               0.64                 together            
191.75               0.54                 told                
192.13               0.56                 you                 
192.44               0.59                 i'll                
192.75               0.58                 be                  
193.13               0.53                 here                
193.44               0.54                 for                 
193.63               0.57                 ever                
194.50               0.53                 said                
194.88               0.57                 i'll                
195.19               0.56                 always              
195.88               0.54                 bea                 
196.38               0.56                 friend              
196.88               0.61                 took                
197.07               0.68                 an                  
197.25               0.61                 oath                
197.57               0.60                 i'm                 
197.75               0.60                 a                   
197.94               0.55                 stick               
198.13               0.57                 it                  
198.32               0.57                 out                 
198.63               0.56                 tothe               
199.19               0.72                 end                 
200.00               0.55                 now                 
200.32               0.59                 that                
200.50               0.56                 it's                
200.69               0.58                 rainin              
201.38               0.55                 more                
201.69               0.58                 than                
201.88               0.60                 ever                
202.82               0.53                 knowthat            
203.44               0.60                 we'llstill          
204.13               0.56                 haveeach            
204.69               0.76                 other               
205.50               0.62                 you                 
205.69               0.58                 can                 
205.88               0.55                 stand               
206.25               0.64                 under               
206.57               0.56                 my                  
206.94               0.63                 umbrella            
208.25               0.59                 you                 
208.44               0.54                 can                 
208.63               0.54                 stand               
209.00               0.63                 under               
209.32               0.55                 my                  
209.69               0.69                 umbrella            
211.07               0.54                 ella                
211.75               0.53                 ella                
212.44               0.54                 eh                  
213.13               0.52                 eh                  
214.44               0.67                 under               
214.82               0.58                 my                  
215.19               0.57                 umbrella            
216.57               0.54                 ella                
217.25               0.55                 ella                
217.94               0.93                 eh                  
218.63               0.55                 eh                  
220.00               0.66                 under               
220.38               0.52                 my                  
220.69               0.67                 umbrella            
222.75               0.56                 ella                
223.44               1.24                 eh                  
224.13               1.25                 eh                  
224.82               0.61                 eh                  
225.50               0.66                 under               
225.88               0.54                 my                  
226.25               0.63                 umbrella            
227.63               0.51                 ella                
228.32               0.52                 ella                
229.00               2.55                 eh                  
229.63               1.97                 eh                  
230.32               1.96                 eh                  
231.07               1.69                 eh                  
232.07               0.74                 it's                
232.38               0.61                 rainin              
233.07               0.60                 rainin              
234.13               0.58                 ooh                 
234.50               0.53                 baby                
234.82               0.71                 it's                
235.13               0.58                 rainin              
235.82               0.59                 rainin              
236.88               0.59                 baby                
237.57               0.58                 come                
237.94               1.23                 into                
238.94               0.60                 me                  
240.32               0.59                 come                
240.69               2.17                 into                
241.69               2.35                 me                  

                    
                    
                   
id: 6571ec1caffa49f1b7046e8a637563df url: zkGfPrst29Y                         
PCO: 0.0650          AAE: 0.9217                              
                                                              
gt_time              time_dif             word                
50.76                -20.99               mm                  
52.65                2.24                 mm                  
54.54                3.21                 mm                  
57.14                3.95                 yeah                
62.10                0.45                 ah                  
65.88                -0.54                lovin               
66.47                -0.60                you's               
66.82                -0.51                got                 
67.18                -0.38                to                  
69.18                -0.50                like                
69.42                -0.46                the                 
69.66                -0.51                devil               
70.13                -0.47                and                 
70.36                -0.45                the                 
70.60                -0.51                deep                
70.84                -0.49                blue                
71.31                -0.49                sea                 
73.20                -0.97                forget              
74.14                -0.47                your                
74.38                -0.50                foolish             
75.21                -0.58                pride               
76.74                -0.42                oh                  
77.22                -0.48                take                
77.57                -0.58                me                  
77.81                -0.58                to                  
78.04                -0.56                the                 
78.28                -0.33                other               
78.99                -0.58                side                
81.82                -1.56                my                  
82.06                -0.58                mamma               
82.53                -0.59                told                
82.77                -0.55                me                  
83.00                -0.55                there'd             
83.48                -0.54                be                  
83.71                -0.54                days                
84.18                -0.34                like                
84.66                -0.54                these               
86.55                -0.50                and                 
86.78                -0.60                man                 
87.02                -0.55                she                 
87.25                -0.58                wasn't              
87.73                -0.57                foolin              
89.38                -0.80                cause               
89.62                -0.53                i                   
89.85                -0.53                just                
90.09                -0.56                can't               
90.33                -0.54                believe             
91.03                -0.53                the                 
91.27                -0.53                way                 
91.74                -0.50                you                 
92.22                -0.55                kiss                
96.94                -0.49                you                 
97.18                -0.50                opened              
97.65                -0.32                up                  
97.88                -0.48                your                
98.12                -0.49                mouth               
98.59                -0.50                with                
98.83                -0.50                baited              
99.77                -0.54                breath              
101.66               -0.50                you                 
101.90               -0.53                said                
102.14               -0.49                you'd               
102.37               -0.51                never               
102.85               -0.52                leave               
103.32               -0.51                me                  
103.55               -0.49                you                 
103.79               -0.52                love                
104.03               -0.47                me                  
104.50               -0.50                you                 
104.73               -0.51                hate                
104.97               -0.49                me                  
105.44               -0.50                i                   
105.68               -0.50                tried               
105.92               -0.46                to                  
106.15               -0.49                take                
106.39               -0.49                the                 
106.62               -0.49                loss                
107.33               -0.51                you're              
107.57               -0.51                cryin               
108.04               -0.52                me                  
108.28               -0.48                a                   
108.51               -0.50                river               
108.99               -0.49                but                 
109.34               -0.56                i                   
109.58               -0.59                got                 
109.81               -0.57                to                  
110.05               -0.58                get                 
110.29               -0.56                across              
111.47               -0.58                lovin               
111.94               -0.54                you's               
112.41               -0.55                got                 
112.65               -0.53                to                  
113.12               -0.54                be                  
114.77               -0.59                like                
115.01               -0.54                the                 
115.25               -0.57                devil               
115.72               -0.46                and                 
115.96               -0.56                the                 
116.19               -0.59                deep                
116.43               -0.57                blue                
116.90               -0.55                sea                 
118.79               -0.56                forget              
119.26               -0.36                about               
119.73               -0.53                your                
119.97               -0.56                foolish             
120.68               -0.55                pride               
122.33               -0.53                oh                  
122.81               -0.56                take                
123.04               -0.54                me                  
123.28               -0.55                to                  
123.51               -0.55                the                 
123.75               -0.35                other               
124.46               -0.57                side                
127.29               -0.94                i'm                 
127.53               -0.53                lookin              
128.00               -0.53                for                 
