id: 1554beb0375b48a98ee87208e0be5103 url: bIGv23PvfMo                         
PCO: 0.9640          AAE: 0.1808                              
                                                              
gt_time              time_dif             word                
171.41               0.07                 are                 
172.08               0.17                 alive               
173.03               -0.02                vampiresvampires    
173.03               1.42                 vampires            

                    
                    
                   
id: 038b19cfc3934006978f9527fe591a14 url: pHQznM1CRCU                         
PCO: 0.8373          AAE: 0.4340                              
                                                              
gt_time              time_dif             word                
16.52                0.22                 is                  
16.72                0.09                 it                  
16.93                0.12                 getting             
17.53                0.07                 better              
21.56                -3.50                or                  
21.72                0.10                 do                  
22.09                0.06                 you                 
22.29                0.09                 feel                
22.77                0.10                 the                 
23.01                0.06                 same                
26.76                0.15                 will                
26.92                0.12                 it                  
27.17                0.09                 make                
27.53                0.12                 it                  
28.01                0.10                 easier              
28.82                0.11                 on                  
29.10                0.13                 you                 
29.34                0.07                 now                 
31.88                0.13                 you                 
32.04                0.14                 got                 
32.61                0.11                 someone             
33.17                0.19                 to                  
33.58                0.11                 blame               
35.23                0.11                 you                 
35.59                0.12                 say                 
37.04                0.13                 one                 
37.45                0.12                 love                
39.66                0.11                 one                 
40.19                0.14                 life                
41.03                0.11                 one                 
41.40                0.07                 life                
42.00                0.07                 it's                
42.16                0.14                 one                 
42.73                0.04                 need                
44.22                -0.45                in                  
44.34                -0.04                the                 
44.46                0.09                 night               
45.23                1.39                 mmm                 
47.12                0.08                 one                 
47.69                0.10                 love                
48.45                0.14                 one                 
49.10                0.08                 love                
49.54                0.08                 get                 
49.82                0.12                 to                  
50.35                0.08                 share               
50.87                0.12                 it                  
51.15                0.11                 oh                  
52.20                0.09                 leaves              
52.69                0.14                 you                 
52.89                0.10                 darling             
54.50                0.18                 if                  
54.62                0.13                 you                 
54.82                0.06                 don't               
55.35                0.12                 care                
55.35                2.47                 care                
57.72                3.66                 for                 
57.85                3.75                 it                  
61.35                0.80                 oh                  
62.84                0.10                 mary                
63.57                0.74                 oh                  
68.37                0.10                 did                 
68.61                0.14                 i                   
69.05                0.07                 disappoint          
69.98                0.11                 you                 
73.04                0.07                 or                  
73.21                0.12                 leave               
73.37                0.12                 a                   
73.65                0.07                 bad                 
74.05                0.08                 taste               
74.50                0.45                 in                  
74.90                0.12                 your                
75.18                0.09                 mouth               
78.53                0.11                 you                 
78.77                0.33                 act                 
79.13                0.13                 like                
79.50                0.07                 you                 
79.66                0.07                 never               
80.02                0.11                 had                 
80.50                0.69                 love                
83.20                0.22                 and                 
83.41                0.11                 you                 
83.57                0.09                 want                
83.89                0.11                 me                  
84.21                0.09                 to                  
84.37                0.09                 go                  
84.62                0.08                 without             
86.79                0.07                 well                
87.44                0.21                 it's                
88.36                0.10                 too                 
88.73                0.13                 late                
90.94                0.09                 tonight             
93.20                -1.12                to                  
93.40                0.07                 drag                
93.89                0.08                 the                 
94.09                0.06                 past                
94.53                0.24                 out                 
94.90                0.21                 into                
95.78                0.11                 the                 
95.98                0.09                 light               
98.73                0.09                 we're               
99.05                0.09                 one                 
100.02               0.05                 but                 
100.30               0.12                 we're               
100.94               0.08                 not                 
101.27               0.10                 the                 
101.59               0.08                 same                
102.27               0.09                 we                  
102.60               0.05                 get                 
102.88               0.12                 to                  
103.52               0.08                 carry               
104.13               0.14                 each                
104.37               0.39                 other               
105.42               0.13                 carry               
106.02               0.11                 each                
106.26               0.26                 other               
108.04               0.11                 one                 
111.26               -1.49                one                 
113.56               -1.21                one                 
116.46               -1.51                one                 
118.36               -0.13                one                 
121.26               -1.15                one                 
123.20               -1.19                no                  
123.88               1.36                 one                 
126.10               0.07                 oh                  
129.85               0.08                 have                
130.13               0.12                 you                 
130.33               0.13                 come                
130.65               0.09                 here                
131.10               0.06                 for                 
131.38               0.06                 forgiveness         
135.01               0.10                 have                
135.25               0.11                 you                 
135.49               0.10                 come                
135.94               0.10                 to                  
136.26               0.05                 raise               
136.62               0.09                 the                 
136.82               0.09                 dead                
140.17               0.09                 have                
140.49               0.12                 you                 
140.69               0.10                 come                
140.94               0.09                 here                
141.18               0.13                 to                  
141.46               0.08                 play                
141.86               0.14                 jesus               
145.45               0.10                 to                  
145.61               0.10                 the                 
145.85               0.05                 lepers              
146.30               0.12                 in                  
146.54               0.06                 your                
146.82               0.08                 head                
148.68               0.11                 well                
149.20               0.09                 did                 
149.36               1.00                 i                   
150.29               0.12                 ask                 
150.77               0.08                 too                 
151.13               0.08                 much                
152.51               0.08                 more                
153.19               0.09                 than                
153.35               0.12                 a                   
153.55               0.10                 lot                 
154.96               0.11                 you                 
155.17               0.07                 gave                
155.81               0.05                 me                  
156.09               0.09                 nothing             
156.78               0.06                 now                 
157.10               0.18                 it's                
157.42               0.53                 all                 
158.15               0.08                 i                   
158.43               0.08                 got                 
160.61               0.13                 we're               
161.01               0.07                 one                 
161.94               0.10                 but                 
162.26               0.10                 we're               
162.91               0.06                 not                 
163.23               0.06                 the                 
163.51               0.08                 same                
164.48               0.09                 see                 
164.76               0.13                 we                  
165.49               0.08                 hurt                
166.13               0.09                 each                
166.41               0.41                 other               
167.10               0.05                 then                
167.42               0.10                 we                  
167.74               0.10                 do                  
168.11               0.32                 it                  
168.39               0.38                 again               
169.36               0.06                 you                 
169.68               0.09                 say                 
170.61               0.07                 love                
171.25               0.21                 is                  
171.41               0.12                 a                   
171.61               0.08                 temple              
172.58               -0.42                love                
173.15               0.22                 is                  
173.31               0.13                 a                   
173.55               0.05                 higher              
173.99               0.09                 law                 
175.16               0.78                 love                
176.13               0.21                 is                  
176.29               0.12                 a                   
176.53               0.06                 temple              
177.70               0.05                 love                
178.35               0.20                 is                  
178.51               0.11                 a                   
178.71               0.07                 higher              
179.15               0.09                 law                 
180.28               0.12                 you                 
180.56               0.33                 ask                 
180.93               0.08                 for                 
181.17               0.05                 me                  
181.49               0.10                 to                  
181.77               0.30                 enter               
182.86               0.07                 but                 
183.23               0.06                 then                
183.55               0.11                 you                 
183.75               0.07                 make                
183.99               0.08                 me                  
184.27               0.01                 crawl               
185.32               0.21                 and                 
185.48               0.31                 now                 
185.77               0.21                 i                   
186.09               0.07                 can't               
186.45               0.06                 keep                
187.10               0.02                 holding             
187.86               0.11                 on                  
189.31               0.10                 to                  
189.55               0.09                 what                
189.88               0.12                 you've              
190.32               0.04                 got                 
191.73               0.05                 cause               
191.85               0.09                 all                 
192.74               0.11                 you                 
192.90               0.06                 got                 
193.06               0.20                 is                  
193.26               0.65                 hurt                
194.47               0.09                 one                 
194.80               0.07                 love                
196.89               0.04                 one                 
196.89               0.14                 one                 
197.26               0.05                 blood               
197.26               1.44                 blood               
199.27               0.12                 one                 
199.63               0.09                 life                
199.63               0.20                 life                
200.28               0.09                 you                 
200.60               0.07                 got                 
200.92               0.10                 to                  
201.29               0.06                 do                  
201.57               0.08                 what                
201.89               0.08                 you                 
202.21               -0.01                should              
202.21               0.08                 should              
204.47               -0.87                one                 
204.47               0.10                 one                 
204.83               0.06                 life                
205.16               0.04                 life                
206.73               0.10                 with                
207.05               0.10                 each                
207.45               0.69                 other               
209.63               0.07                 sisters             
210.64               -0.08                and                 
211.12               0.07                 my                  
211.81               0.10                 brothers            
214.83               0.07                 one                 
215.15               0.12                 life                
216.12               0.06                 but                 
216.40               0.10                 we're               
217.05               0.08                 not                 
217.41               0.09                 the                 
217.69               0.09                 same                
218.38               0.08                 we                  
218.70               0.06                 get                 
218.98               0.10                 to                  
219.35               0.04                 carry               
219.63               0.06                 carry               
219.99               0.09                 each                
220.11               0.22                 each                
220.27               0.41                 other               
220.32               0.81                 other               
221.89               0.05                 carry               
222.57               0.09                 each                
222.86               0.36                 other               
224.15               0.09                 one                 
224.15               2.95                 one                 
229.35               5.55                 one                 
234.83               4.92                 one                 
239.67               12.32                one                 
239.95               13.10                onemmm              
244.79               9.33                 one                 
249.95               5.94                 one                 
255.71               0.57                 uh                  
260.87               -4.36                one                 
261.24               -4.03                love                
262.36               -1.37                one                 
262.73               -1.41                love                

                    
                    
                   
id: 0c4579f8059149ec9fdd2973de81bd39 url: riG_OXaDhIQ                         
PCO: 0.9105          AAE: 0.9093                              
                                                              
gt_time              time_dif             word                
21.09                0.06                 bartender           
22.15                0.04                 i                   
22.30                0.10                 really              
22.61                0.22                 did                 
22.91                0.15                 it                  
23.06                0.18                 this                
23.36                0.25                 time                
24.58                0.20                 broke               
25.03                0.16                 my                  
25.33                0.14                 parole              
25.64                0.07                 to                  
25.79                0.19                 have                
26.09                0.19                 a                   
26.24                0.16                 good                
26.70                0.12                 time                
28.36                0.31                 when                
28.67                0.15                 i                   
28.97                0.05                 got                 
29.27                0.17                 home                
29.88                0.21                 it                  
30.03                0.20                 was                 
30.18                0.23                 six                 
30.64                0.36                 am                  
31.70                0.16                 the                 
31.85                0.17                 door                
32.30                0.09                 was                 
32.45                0.19                 locked              
32.91                0.13                 so                  
33.21                0.08                 i                   
33.36                0.21                 kicked              
33.82                0.20                 it                  
34.12                0.10                 in                  
34.73                0.15                 she                 
34.88                0.18                 was                 
35.03                0.19                 tripin'on           
35.64                0.21                 the                 
35.79                0.20                 bills               
37.15                0.11                 i                   
37.45                0.16                 think               
37.91                0.12                 she                 
38.06                0.16                 was                 
38.21                0.17                 high                
38.67                0.18                 on                  
38.82                0.23                 some                
39.12                0.12                 pills               
40.33                0.11                 she                 
40.64                0.18                 threw               
41.09                0.12                 my                  
41.39                0.21                 shit                
42.45                0.03                 out                 
42.76                0.20                 into                
43.21                0.18                 the                 
43.51                0.06                 yard                
44.27                0.17                 then                
44.58                0.12                 she                 
44.73                0.11                 called              
45.03                0.20                 me                  
45.33                0.15                 a                   
45.48                0.14                 bum                 
45.64                0.29                 and                 
45.79                0.25                 slapped             
46.39                0.04                 me                  
46.55                0.15                 real                
46.85                0.17                 hard                
47.76                0.26                 and                 
48.06                0.23                 in                  
48.36                0.07                 my                  
48.67                0.18                 drunken             
49.27                0.20                 stupor              
50.03                0.24                 i                   
50.33                0.14                 did                 
50.79                0.08                 what                
50.94                0.12                 i                   
51.09                0.15                 shoulda             
51.70                0.13                 neverdone           
53.36                -0.08                and                 
53.51                0.12                 now                 
53.97                0.08                 i'm                 
54.42                0.02                 sittin              
54.88                0.17                 here                
55.79                0.24                 talkin              
56.24                0.25                 to                  
56.39                0.26                 you                 
57.45                0.17                 drunk               
58.06                0.17                 and                 
58.21                0.39                 on                  
58.51                0.16                 the                 
58.67                0.19                 runnnn              
59.58                0.33                 i'm                 
59.88                0.19                 sittin              
60.48                0.02                 at                  
60.64                0.10                 a                   
60.79                0.07                 bar                 
61.24                0.05                 on                  
61.39                0.13                 the                 
61.55                0.45                 inside              
63.06                0.23                 waitin              
63.67                0.02                 for                 
63.82                0.08                 my                  
63.97                0.09                 ride                
64.42                0.24                 onthe               
64.73                0.14                 outside             
65.94                0.25                 she                 
66.09                0.38                 stolemy             
67.15                0.57                 heart               
68.21                0.19                 in                  
68.36                0.27                 thetrailor          
68.97                0.24                 park                
69.73                0.18                 so                  
69.88                0.22                 i                   
70.18                0.26                 jacked              
70.64                0.22                 the                 
70.94                0.15                 keys                
71.39                0.09                 to                  
71.55                0.15                 her                 
71.85                0.17                 fuckin              
72.45                0.19                 car                 
73.51                0.15                 crashed             
73.97                0.10                 that                
74.27                0.21                 piece               
74.73                0.13                 of                  
74.88                0.21                 shit                
75.33                0.33                 then                
75.79                0.25                 steped              
76.39                0.27                 away                
88.21                0.18                 you                 
88.36                0.14                 know                
88.82                0.08                 moe                 
89.27                0.02                 i'll                
89.58                0.07                 probably            
90.03                0.10                 get                 
90.33                0.17                 ten                 
90.64                0.28                 years               
91.55                0.19                 so                  
91.85                0.26                 just                
92.30                0.22                 give                
92.61                0.13                 me                  
92.76                0.14                 beers               
93.21                0.10                 til                 
93.36                0.18                 they                
93.67                0.04                 get                 
93.97                0.13                 here                
95.18                0.15                 yeah                
95.48                0.24                 i                   
95.94                0.14                 know                
96.55                0.13                 the                 
96.70                0.19                 sun                 
97.15                0.18                 is                  
97.45                0.08                 commin              
97.91                0.53                 up                  
98.67                0.15                 and                 
98.82                0.14                 yall                
99.12                0.07                 are                 
99.27                0.03                 probably            
99.58                0.17                 gettin              
100.03               0.11                 ready               
100.64               -0.13                for                 
100.79               0.09                 clos                
101.09               0.51                 ein                 
101.39               0.53                 up                  
102.00               0.13                 but                 
102.15               0.19                 i'm                 
102.30               0.20                 tryin'to            
102.76               0.12                 drown               
103.06               0.07                 my                  
103.21               0.11                 sole                
104.42               0.24                 i'm                 
104.73               0.19                 tired               
105.03               0.19                 of                  
105.18               0.18                 this                
105.64               0.07                 life                
106.09               0.06                 on                  
106.24               0.14                 the                 
106.39               0.13                 dirtroad            
108.06               0.13                 everything          
109.58               0.13                 that                
110.03               -0.07                i                   
110.18               0.13                 love                
110.79               0.15                 is                  
110.94               0.11                 gone                
111.70               0.17                 and                 
111.85               0.11                 i'm                 
112.00               0.14                 tired               
112.45               0.11                 of                  
112.61               0.12                 hangin              
113.36               -0.04                on                  
113.82               0.18                 she's               
113.97               0.15                 got                 
114.27               0.03                 i'm                 
114.27               0.10                 me                  
114.42               0.13                 sittin              
114.88               0.10                 at                  
115.03               0.15                 a                   
115.18               0.14                 bar                 
115.64               0.13                 on                  
115.79               0.77                 theinside           
117.61               0.15                 waitin              
118.21               -0.01                for                 
118.36               0.02                 my                  
118.51               0.03                 ride                
118.97               0.02                 on                  
119.12               0.08                 the                 
119.27               0.07                 outside             
120.33               0.26                 she                 
120.79               0.20                 broke               
121.24               0.12                 my                  
121.55               0.19                 heart               
122.61               0.26                 in                  
122.76               0.18                 the                 
122.91               0.21                 trailer             
123.51               0.19                 park                
124.12               0.26                 so                  
124.58               -0.01                i                   
124.73               0.21                 jacked              
125.18               0.15                 the                 
125.33               0.23                 keys                
125.94               0.04                 to                  
126.09               0.10                 her                 
126.24               0.25                 fuckin'car          
127.76               0.20                 and                 
127.91               0.21                 crased              
128.51               0.02                 that                
128.67               0.31                 pieceof             
129.27               0.28                 shit                
130.03               0.08                 then                
130.33               0.20                 stepped             
130.64               0.20                 guess               
130.79               0.21                 away                
130.94               0.15                 it                  
131.09               0.07                 was                 
131.24               0.10                 meant               
131.39               0.23                 to                  
131.70               0.06                 be                  
132.30               0.11                 romance             
132.76               0.12                 is                  
132.91               0.11                 misery              
133.51               0.13                 so                  
133.67               0.14                 much                
133.97               0.07                 for                 
134.12               0.08                 memories            
134.73               0.17                 and                 
134.88               0.11                 now                 
135.03               0.19                 i                   
135.18               0.13                 amheaded            
135.64               0.14                 to                  
135.94               0.07                 the                 
136.09               0.10                 penitentiary        
137.00               0.24                 see                 
137.30               0.10                 me                  
137.45               0.16                 on                  
137.61               0.21                 t                   
137.91               0.17                 v                   
138.36               0.15                 the                 
138.51               0.12                 next                
138.82               0.21                 cop                 
139.27               0.15                 series              
140.03               0.07                 i                   
140.18               0.08                 am                  
140.33               0.11                 a                   
140.48               0.12                 danger              
141.09               0.14                 i                   
141.24               0.15                 guess               
141.55               0.01                 i                   
141.70               -0.09                should've           
142.00               0.19                 did                 
142.30               0.11                 somethin            
142.76               0.22                 about               
143.06               0.17                 myanger             
143.67               0.14                 but                 
143.97               0.05                 i                   
144.12               0.08                 never               
144.42               0.18                 learn               
145.18               0.25                 real                
145.64               0.15                 thingsi             
146.09               0.11                 don't               
146.24               0.19                 concern             
146.70               0.18                 i                   
146.85               0.19                 pour                
147.30               0.11                 kerosene            
147.91               0.13                 on                  
148.06               0.16                 everything          
148.67               0.18                 i                   
148.82               0.17                 love                
149.12               0.12                 andwatch            
149.42               0.24                 it                  
149.58               0.23                 burn                
149.88               0.18                 i                   
150.03               0.17                 knowit's            
150.48               0.11                 my                  
150.79               0.08                 fault               
151.39               0.06                 but                 
151.55               0.11                 i                   
151.70               0.12                 wasn't              
152.00               0.19                 happy               
152.61               0.03                 it                  
152.76               0.08                 wasover             
153.36               0.29                 she                 
153.67               0.15                 threw               
153.97               0.08                 a                   
154.12               0.09                 fit                 
154.42               0.18                 so                  
154.58               0.24                 i                   
154.88               0.12                 crashed             
155.18               0.10                 that                
155.33               0.11                 piece               
155.64               0.06                 of                  
155.64               0.15                 and                 
155.79               0.14                 shit                
156.09               0.12                 nova                
156.24               0.48                 now                 
156.55               0.27                 i'm                 
156.85               0.15                 goin                
157.45               0.22                 back                
157.91               0.30                 again               
159.27               0.09                 back                
159.58               0.23                 to                  
159.88               0.14                 the                 
160.03               0.17                 pen                 
160.48               0.11                 to                  
160.64               0.19                 see                 
160.94               0.21                 my                  
161.24               0.14                 friends             
162.76               0.25                 when                
163.06               0.16                 we                  
163.36               0.04                 all                 
163.67               0.13                 pile                
164.12               0.38                 off                 
164.42               0.19                 that                
164.88               0.11                 county              
165.48               0.13                 van                 
166.24               -0.00                they'll             
166.55               0.13                 ask                 
166.85               0.16                 me                  
167.00               0.24                 where               
167.45               0.41                 i've                
168.06               -0.06                been                
168.51               0.09                 i've                
168.82               0.18                 been                
169.27               0.12                 at                  
169.42               0.20                 a                   
169.58               0.22                 bar                 
170.03               0.20                 on                  
170.33               0.11                 the                 
170.48               0.42                 inside              
172.00               0.23                 waitin              
172.45               0.17                 for                 
172.76               0.08                 my                  
172.91               0.09                 ride                
173.36               0.07                 on                  
173.51               0.15                 the                 
173.67               0.14                 outside             
174.88               0.18                 she                 
175.18               0.23                 brokemy             
176.09               0.11                 heart               
176.85               0.51                 in                  
177.30               0.13                 the                 
177.45               0.16                 trailer             
178.06               0.14                 park                
178.67               0.23                 so                  
178.97               0.09                 i                   
179.27               0.13                 jacked              
179.58               0.22                 the                 
179.88               0.15                 keys                
180.33               0.09                 to                  
180.48               0.17                 herfuckin           
181.39               0.22                 car                 
182.30               0.10                 i                   
182.45               0.15                 crashed             
182.91               0.14                 that                
183.36               0.08                 piece               
183.67               0.12                 of                  
183.82               0.28                 shit                
184.27               0.35                 then                
184.73               0.29                 stepped             
185.33               0.29                 away                
185.64               1.78                 naaa                
185.79               2.23                 na                  
185.79               4.09                 naaa                
186.09               6.17                 naaa                
186.09               11.61                nanana              
186.24               15.26                naaa                
186.55               16.93                na                  
186.70               17.80                na                  
186.70               18.39                naa                 
186.85               22.74                nana                
187.00               24.65                na                  
187.15               25.96                naa                 
187.30               26.42                na                  
187.30               28.97                nanaa               
187.45               35.06                naaaaa              
187.61               36.35                naaaa               

                    
                    
                   
id: 56aa3c631e7440a398f6d1f21e8544f2 url: v81dELMfuUM                         
PCO: 0.7898          AAE: 0.2875                              
                                                              
gt_time              time_dif             word                
3.51                 0.12                 i                   
3.67                 0.14                 was                 
4.09                 0.13                 not                 
4.52                 0.12                 looking             
4.95                 0.13                 for                 
5.38                 0.12                 arty                
6.08                 0.12                 farty               
6.93                 0.10                 love                
9.45                 0.11                 i                   
