id: 20d0a6f4e991402598438d6721dc0040 url: 4I7qScX9X1Y                                   
PCO: 0.7203          AAE: 0.2731                                        
                                                                        
gt_time              time_dif             word                          
74.99                0.35                 life                          
77.97                -1.25                nobody                        
83.02                0.56                 oh                            
86.59                2.59                 love                          
87.19                2.60                 you                           
91.35                0.41                 why                           
96.11                -2.59                do                            
109.79               0.47                 the                           
112.77               -1.02                in                            
115.74               -1.09                before                        
117.82               1.24                 crazy                         
128.23               1.23                 lonely                        
138.35               0.57                 you                           
141.92               0.46                 inside                        
146.97               0.37                 away                          
151.14               0.31                 life                          
159.17               0.99                 oh                            
163.03               0.33                 you                           
166.01               1.93                 you                           
166.31               1.91                 deeply                        
172.85               1.28                 i                             
173.15               1.43                 need                          
173.45               1.34                 you                           
173.74               1.30                 here                          
174.34               1.26                 in                            
174.64               1.10                 my                            
175.23               0.97                 life                          
177.31               1.26                 walk                          
177.61               1.40                 away                          
178.20               1.11                 don't                         
178.50               2.04                 walk                          
178.80               2.16                 away                          
182.67               -0.82                nobody                        
196.05               0.95                 lonely                        
202.89               -1.69                my                            
205.57               0.42                 hold                          
206.16               0.73                 you                           
209.73               0.46                 inside                        
214.79               0.37                 away                          
215.68               0.31                 and                           
218.66               0.47                 my                            
234.12               0.96                 lonely                        
240.96               -1.10                my                            
241.56               -0.54                body's                        
242.45               -0.75                longing                       
243.34               -0.83                to                            
243.64               -0.97                hold                          
244.24               -1.10                you                           
245.72               -2.31                so                            
246.32               -2.60                bad                           
246.91               -2.62                it                            
247.21               -2.59                hurts                         
247.81               -2.97                inside                        

                    
                    
                             
id: 297b9c354df1451680597042ce264a6a url: 1AzzlFmmrSM                                   
PCO: 0.3493          AAE: 34.7250                                       
                                                                        
gt_time              time_dif             word                          
3.74                 0.30                 the                           
5.76                 0.44                 is                            
22.55                -0.68                im                            
28.32                0.30                 of                            
31.36                0.38                 ambitions                     
32.49                0.66                 high                          
33.62                -0.33                burning                       
35.11                -0.50                the                           
61.01                -4.92                oh                            
61.78                -2.72                i                             
62.02                -1.38                can                           
68.51                1.23                 my                            
68.69                2.49                 way                           
73.04                0.33                 lives                         
76.85                -0.33                ambitions                     
80.78                -0.45                the                           
81.02                0.31                 flames                        
83.16                0.38                 in                            
89.59                0.33                 efficiency                    
92.27                0.41                 ambitions                     
97.03                0.99                 burn                          
97.27                1.24                 deeper                        
98.22                0.89                 towards                       
98.94                1.04                 our                           
99.41                1.26                 goals                         
102.75               -1.54                our                           
103.22               -1.86                needs                         
129.90               -27.12               suddenly                      
130.61               -27.48               we                            
130.85               -27.65               have                          
131.09               -27.80               been                          
131.33               -27.29               careless                      
131.80               -27.33               a                             
132.04               -27.52               new                           
132.28               -27.57               life                          
132.52               -27.13               a                             
132.75               -27.12               new                           
132.99               -27.29               dimension                     
133.71               -27.33               it                            
133.94               -27.45               disturbs                      
134.42               -27.55               our                           
134.66               -26.89               solid                         
135.14               -25.83               future                        
135.61               -25.91               it                            
135.85               -25.80               puts                          
136.09               -24.86               out                           
136.33               -24.98               the                           
136.56               -24.82               fire                          
136.80               -24.78               we                            
137.04               -24.93               both                          
137.28               -24.03               need                          
137.52               -24.01               it's                          
137.76               -23.97               a                             
137.99               -24.16               choice                        
138.23               -24.05               between                       
138.71               -24.27               the                           
138.95               -24.39               passion                       
139.42               -24.22               or                            
139.66               -24.13               the                           
139.90               -24.26               love                          
140.14               -23.89               that                          
140.37               -23.97               can                           
140.61               -23.44               be                            
140.85               -22.84               saved                         
141.09               -22.59               now                           
141.33               -22.36               see                           
141.57               -21.51               the                           
141.80               -21.38               child                         
142.04               -20.71               here                          
142.28               -20.58               as                            
142.52               -20.21               a                             
142.64               -19.84               saviour                       
142.99               -19.95               choose                        
143.47               -19.75               for                           
143.71               -19.78               love                          
143.95               -19.30               and                           
144.19               -19.28               let                           
144.42               -19.38               this                          
144.66               -19.24               life                          
144.90               -19.23               begin                         
211.28               -84.66               feel                          
211.88               -84.35               it                            
213.07               -85.26               this                          
213.31               -84.39               life                          
213.61               -84.01               in                            
213.79               -83.42               me                            
215.15               -84.72               moving                        
217.36               -86.25               with                          
217.60               -86.19               this                          
217.83               -85.99               child                         
218.31               -86.23               we                            
218.79               -86.47               must                          
219.26               -86.00               make                          
219.68               -86.18               choices                       
221.11               -87.12               it                            
221.29               -86.82               can                           
221.47               -86.76               save                          
222.18               -86.78               us                            
222.60               -87.03               if                            
223.07               -87.30               we                            
223.43               -87.59               want                          
225.16               -88.55               oh                            
226.82               -90.10               i                             
227.06               -90.29               fear                          
227.30               -90.44               it                            
228.19               -91.26               the                           
228.49               -91.44               path                          
228.73               -91.36               we                            
228.97               -91.38               take                          
230.46               -92.66               is                            
230.81               -92.91               this                          
232.12               -94.12               a                             
232.30               -94.25               choice                        
232.84               -94.40               anyway                        
236.59               -97.84               between                       
237.36               -98.15               love                          
238.43               -98.97               and                           
238.61               -98.94               fire                          
241.41               -101.46              ambitions                     
242.54               -101.96              high                          
243.73               -103.06              burning                       
245.40               -104.26              the                           
245.58               -104.19              flames                        
246.11               -104.28              burn                          
246.41               -104.30              deep                          
247.07               -104.28              down                          
247.54               -104.57              in                            
248.02               -104.98              our                           
248.38               -105.08              souls                         
251.59               -108.07              to                            
252.13               -108.49              be                            
252.54               -108.79              known                         
253.79               -109.80              for                           
254.03               -109.09              efficiency                    
254.99               -105.03              and                           
255.22               -104.80              passion                       
256.65               -105.26              ambitions                     
257.84               -105.03              dreams                        
258.50               -105.03              they're                       
259.03               -104.62              burning                       
260.58               -105.28              the                           
260.82               -105.38              flames                        
261.42               -105.35              burn                          
261.71               -105.25              deeper                        
262.78               -104.75              towards                       
263.32               -103.94              our                           
263.74               -99.99               goals                         
267.01               -102.85              our                           
267.49               -101.70              needs                         

                    
                    
                             
id: b48d018ce3444b98a4edf69cfb6dd499 url: Z_dPvlF9_7Y                                   
PCO: 0.5480          AAE: 0.9446                                        
                                                                        
gt_time              time_dif             word                          
39.35                -25.10               na                            
39.90                -20.68               na                            
40.04                -18.72               na                            
40.45                -10.43               na                            
40.99                -7.54                na                            
41.13                -2.24                na                            
41.54                -2.49                na                            
42.09                -2.32                na                            
42.22                -1.01                na                            
42.50                -1.22                na                            
48.10                -6.15                na                            
48.65                -0.82                na                            
48.79                -0.89                na                            
49.20                -0.60                na                            
50.29                0.49                 na                            
50.84                0.31                 na                            
50.97                0.50                 na                            
51.38                0.86                 na                            
67.92                0.41                 na                            
75.03                -0.59                na                            
75.58                0.51                 na                            
76.12                0.47                 na                            
76.26                0.89                 na                            
76.67                0.67                 na                            
77.22                0.52                 na                            
77.35                0.91                 na                            
77.76                1.06                 na                            
84.46                -0.53                hush                          
88.83                -0.54                hush                          
109.20               0.46                 of                            
109.34               2.41                 it                            
113.71               0.36                 she's                         
117.27               0.47                 of                            
117.54               0.38                 her                           
119.45               0.33                 in                            
119.59               0.35                 so                            
122.05               0.36                 sleep                         
123.28               -0.32                na                            
124.37               -0.34                na                            
124.92               0.74                 na                            
125.47               0.35                 na                            
125.60               0.59                 na                            
126.01               3.38                 na                            
134.21               0.33                 na                            
134.35               0.34                 na                            
139.68               -3.51                listen                        
140.23               0.43                 hush                          
142.42               -0.86                i                             
142.83               0.34                 i                             
143.10               0.34                 heard                         
143.51               0.33                 calling                       
144.74               0.33                 hush                          
145.83               0.35                 hush                          
146.79               0.34                 she                           
147.20               0.33                 my                            
147.34               0.40                 heart                         
147.61               0.45                 but                           
147.75               0.45                 i                             
147.88               0.43                 love                          
148.16               0.37                 her                           
148.29               0.35                 just                          
148.43               0.40                 the                           
148.57               0.33                 same                          
148.84               0.33                 now                           
149.11               0.36                 hush                          
151.30               0.36                 thought                       
151.57               0.43                 i                             
151.85               0.42                 heard                         
152.12               0.30                 her                           
152.26               0.45                 calling                       
152.67               0.41                 my                            
152.80               0.50                 name                          
153.21               0.40                 now                           
153.49               0.40                 hush                          
155.54               0.37                 i                             
155.67               0.40                 need                          
155.95               0.40                 her                           
156.08               0.52                 loving                        
156.49               0.39                 and                           
156.63               0.46                 i'm                           
156.90               0.42                 not                           
157.18               0.43                 to                            
157.31               0.36                 blame                         
157.59               0.34                 now                           
157.86               0.44                 love                          
158.27               0.45                 love                          
158.55               0.40                 they                          
158.68               0.41                 got                           
158.82               0.36                 it                            
158.96               0.34                 early                         
159.23               0.51                 in                            
159.37               0.44                 the                           
159.50               0.38                 morning                       
160.05               0.39                 love                          
160.46               0.42                 love                          
160.73               0.42                 they                          
160.87               0.38                 got                           
161.01               0.36                 it                            
161.14               0.36                 late                          
161.28               0.50                 in                            
161.42               0.44                 the                           
161.55               0.37                 evening                       
162.24               0.38                 love                          
162.65               0.44                 love                          
162.92               0.72                 oh                            
163.06               0.63                 i                             
163.19               0.54                 want                          
163.47               0.82                 and                           
163.74               0.64                 need                          
164.01               0.46                 it                            
164.29               0.51                 love                          
164.70               0.48                 love                          
164.97               0.48                 hey                           
165.24               0.44                 i                             
165.38               0.44                 gotta                         
165.65               0.70                 get                           
165.79               3.59                 ahead                         
166.06               8.00                 of                            
166.20               24.70                it                            
234.13               -31.93               na                            
234.68               -27.48               na                            
234.82               -9.67                na                            
235.23               -0.33                na                            
235.91               0.82                 na                            
236.18               0.85                 na                            
236.73               0.88                 na                            
237.00               0.77                 na                            
237.41               0.73                 na                            
242.74               -1.00                na                            
243.29               -0.59                na                            
244.38               0.33                 na                            
244.66               0.62                 na                            
244.93               0.62                 na                            
245.48               0.35                 na                            
245.75               0.80                 na                            
246.02               0.92                 na                            
251.49               0.98                 na                            
253.13               0.99                 na                            
253.54               1.14                 na                            
253.82               2.49                 na                            
255.46               0.92                 na                            
255.73               1.92                 na                            
256.00               1.95                 na                            
257.64               0.89                 na                            
257.78               1.01                 na                            
258.19               0.90                 na                            

                    
                    
                             
id: 62a3bafa4076484ea8aa658a7729ae26 url: F51zmaBQ32Q                                   
PCO: 0.7669          AAE: 0.8409                                        
                                                                        
gt_time              time_dif             word                          
12.39                0.31                 a                             
34.49                5.02                 you                           
48.93                -1.31                you                           
56.15                0.48                 in                            
62.91                0.31                 a                             
64.49                0.42                 catch                         
68.33                -1.86                catch                         
71.71                0.40                 catch                         
75.32                -1.63                catch                         
78.93                0.45                 catch                         
104.42               -8.30                me                            
106.90               4.80                 you                           
121.34               -1.07                you                           
135.10               0.38                 a                             
140.51               -1.88                catch                         
142.31               0.36                 a                             
147.50               -2.18                catch                         
162.16               -0.54                catch                         
179.08               0.93                 need                          
188.78               3.00                 all                           
189.01               3.19                 my                            
189.23               3.43                 love                          
191.71               1.69                 wohohohoho                    
202.54               0.45                 fire                          
205.47               -0.88                catch                         
205.70               -0.64                a                             
205.92               -0.42                wind                          
219.68               -1.95                catch                         
223.29               -1.63                catch                         
223.74               -1.36                a                             
223.97               -1.49                fire                          
227.13               -3.79                catch                         
227.35               -3.46                a                             
227.58               -3.59                fire                          
230.73               -3.57                catch                         
230.96               -3.52                a                             
231.19               -3.56                fire                          
234.34               -5.60                catch                         
234.57               -5.25                a                             
234.79               -5.36                wind                          
235.92               -5.37                catch                         
236.15               -5.29                a                             
236.60               -5.35                rainbow                       
237.73               -5.25                catch                         
238.18               -5.12                a                             
238.40               -5.13                fire                          
241.56               -7.20                catch                         
241.79               -7.08                a                             
242.01               -7.19                wind                          
243.14               -7.20                catch                         
243.37               -6.94                a                             
243.82               -7.18                rainbow                       
245.17               -7.44                catch                         
245.40               -7.16                a                             
245.62               -7.20                fire                          

                    
                    
                             
id: 3174357fdbab417c87f61c94ba34621f url: nQJgZ2IUxRM                                   
PCO: 0.7649          AAE: 0.2097                                        
                                                                        
gt_time              time_dif             word                          
16.88                0.69                 in                            
17.09                0.56                 a                             
17.29                0.79                 magical                       
21.38                0.56                 in                            
21.52                0.49                 the                           
21.79                0.61                 air                           
23.02                -0.45                i                             
24.45                0.46                 to                            
24.72                0.40                 fly                           
26.70                0.42                 me                            
27.52                0.36                 you                           
55.00                0.38                 me                            
57.86                0.97                 to                            
58.54                0.52                 the                           
66.79                0.42                 lady                          
69.72                0.39                 along                         
70.27                0.36                 with                          
74.29                0.35                 the                           
75.04                0.34                 city                          
75.52                0.33                 lights                        
76.00                0.39                 it's                          
76.27                0.35                 all                           
78.25                0.34                 on                            
78.72                0.33                 me                            
82.13                0.38                 she                           
86.09                0.47                 and                           
89.97                0.37                 she                           
91.95                0.45                 in                            
102.45               0.36                 me                            
110.50               0.39                 me                            
113.29               0.61                 moonlight                     
114.25               0.36                 lady                          
117.04               -0.91                come                          
117.18               0.44                 along                         
117.72               0.41                 with                          
122.50               0.32                 city                          
122.97               0.31                 lights                        
123.45               0.34                 it's                          
125.70               0.32                 on                            
135.25               0.32                 you                           
136.00               0.48                 away                          
146.16               0.79                 lady                          
148.95               -0.45                come                          
152.91               -0.46                to                            
161.84               0.52                 lady                          
164.63               -0.35                come                          
178.88               0.40                 in                            
184.88               0.37                 the                           
185.36               0.33                 bright                        
185.63               0.43                 city                          
186.11               0.42                 lights                        
186.59               0.45                 it's                          
186.93               0.34                 all                           
187.13               0.47                 right                         
187.61               0.41                 cause                         
188.09               0.37                 tonight's                     
188.84               0.36                 on                            
189.66               0.50                 me                            
191.77               0.68                 it                            
192.32               0.39                 nevers                        
193.27               0.39                 rains                         
193.75               0.65                 in                            
197.02               0.33                 but                           
197.29               0.31                 girl                          
198.72               0.37                 they                          
198.93               0.42                 warn                          
199.47               0.43                 ya                            

                    
                    
                             
id: 505daca496b746efbad3510cb9fade1c url: G8HBIH7WeP0                                   
PCO: 0.5085          AAE: 2.2429                                        
                                                                        
gt_time              time_dif             word                          
25.98                0.53                 again                         
27.44                0.31                 and                           
32.10                1.27                 is                            
34.72                0.53                 other                         
35.88                0.66                 end                           
44.62                -1.27                in                            
44.91                -1.50                your                          
61.22                0.30                 my                            
61.52                2.36                 mind                          
68.94                0.36                 through                       
69.23                0.77                 it                            
69.82                0.51                 every                         
89.77                0.36                 give                          
100.25               -0.49                some                          
101.13               -0.94                say                           
102.00               -1.35                that                          
104.91               -2.85                time                          
105.79               -3.28                changes                       
109.57               -5.14                best                          
109.86               -5.04                friends                       
110.45               -5.11                can                           
113.07               -6.57                become                        
114.53               -7.33                strangers                     
118.17               -9.20                but                           
118.31               -9.21                i                             
118.60               -9.32                don't                         
118.75               -9.25                want                          
119.48               -9.52                that                          
121.52               -10.37               no                            
121.81               -10.41               not                           
122.10               -10.40               for                           
122.68               -10.82               you                           
126.18               -13.34               if                            
126.47               -13.56               you                           
126.76               -13.57               just                          
128.51               -14.92               stay                          
128.80               -14.73               with                          
129.09               -14.44               me                            
130.84               -15.88               we                            
131.13               -15.92               can                           
131.42               -15.93               make                          
132.00               -16.05               it                            
132.58               -16.22               through                       
133.17               -14.87               so                            
134.04               -15.61               here                          
134.19               -15.45               we                            
134.48               -15.46               are                           
134.91               -15.48               again                         
136.37               -15.31               all                           
136.52               -11.93               the                           
136.81               -11.99               things                        
137.24               -9.78                we                            
140.45               0.46                 my                            
140.74               2.52                 mind                          
145.84               0.32                 the                           
147.15               0.31                 about                         
148.17               0.34                 us                            
150.06               2.53                 time                          
157.49               0.35                 you                           
157.78               0.34                 feel                          
158.21               0.34                 same                          
163.17               0.36                 anything                      
166.81               0.38                 you                           
167.10               0.35                 wanna                         
167.53               0.31                 stay                          
168.85               0.34                 just                          
171.32               0.37                 anything                      
172.49               0.37                 anything                      
196.95               0.31                 down                          
203.94               2.65                 don't                         
204.53               2.65                 say                           
204.82               2.61                 a                             
204.96               2.68                 word                          
206.13               2.65                 i                             
206.27               2.64                 know                          
206.42               2.80                 you                           
206.71               2.78                 feel                          
207.00               2.73                 the                           
207.15               2.81                 same                          
208.60               2.66                 just                          
208.89               2.67                 give                          
209.19               2.65                 me                            
209.48               2.55                 a                             
209.62               2.64                 sign                          
210.64               2.64                 say                           
210.93               2.81                 anything                      
211.81               2.63                 say                           
212.10               2.83                 anything                      
213.26               2.64                 please                        
213.55               2.65                 don't                         
213.85               2.68                 walk                          
214.14               2.79                 away                          
215.45               2.64                 i                             
215.59               2.65                 know                          
215.74               2.83                 you                           
216.03               2.80                 wanna                         
216.47               2.78                 stay                          
217.78               2.40                 if                            
217.92               2.41                 you'll                        
218.21               2.35                 just                          
218.51               2.39                 gimme                         
218.80               2.56                 a                             
218.94               2.67                 sign                          
219.96               2.65                 say                           
220.25               2.80                 anything                      
221.13               2.67                 say                           
221.42               2.66                 anything                      
222.58               2.93                 don't                         
223.17               2.67                 say                           
223.46               2.64                 a                             
223.60               2.68                 word                          
224.77               2.63                 i                             
224.91               2.64                 know                          
225.06               2.80                 you                           
225.35               2.81                 feel                          
225.64               2.89                 the                           
225.79               2.82                 same                          
227.24               2.71                 just                          
227.53               2.69                 give                          
227.83               2.70                 me                            
228.12               2.62                 a                             
